id,discovery_date,location,threat_target,hazard_type,triggering_factor,disaster_type,development_trend,lon,lat,elevation,aspect,disaster_scale,scale_grade,danger_grade,threatened_property,threatened_households,threatened_people,industry_transferred,industry,rain_3d,rain_7d,rain_30d,api,landuse,landuse_type,ndvi,ndwi,data_source,tpi,distance_to_river,label
123,2014-07-16,汶川县漩口镇水田坪村2组冯理建屋后,分散农户,滑坡,地震-降雨,滑坡,,103.504444444444,31.0044444444444,1006.0,351.0,8000m3,小型,小型,30.0,1.0,6.0,否,,32.8461799621582,136.274919509888,244.110714912414,77.7080399343993,10.0,Trees,0.625381094938233,-0.534098511864165,Landsat 7,8.82308657463966,180.0,1
124,2015-08-15,汶川县漩口镇核桃坪村1组廖家农家乐,聚集区,滑坡,人为因素,滑坡,,103.5075,31.0016666666667,1067.0,114.0,200000m3,中型,中型,1000.0,37.0,104.0,否,,0.0,0.0,182.260025978088,26.7197222485569,10.0,Trees,0.684434128156432,-0.594964867294948,Landsat 7,-14.9573400251092,90.0,1
125,2013-07-10,汶川县漩口镇赵家坪村2组赵家坪,聚集区,滑坡,地震-降雨,滑坡,,103.449444444444,30.9666666666667,1014.0,109.0,18000m3,小型,小型,150.0,12.0,35.0,否,,65.3691730499268,143.507978439331,277.351511955261,100.459596077938,10.0,Trees,0.453260579127231,-0.480398547350778,Landsat 7,-42.085319949828,90.0,1
127,2016-07-15,汶川县漩口镇赵家坪3组农辉鸡场上方,聚集区,滑坡,人为因素,滑坡,,103.451388888889,30.9638888888889,1001.0,105.0,400000m3,中型,中型,1000.0,30.0,80.0,否,,,,,,10.0,Trees,0.735697960774587,-0.647711791715021,Landsat 7,23.530740276019745,254.56,1
129,2006-09-15,汶川县漩口镇集中村1组白庙子,聚集区,滑坡,地震-降雨,滑坡,,103.465555555556,30.9838888888889,874.0,70.0,10000000m3,巨型,中型,1500.0,49.0,98.0,否,,18.8882541656494,23.5286130905151,207.045858383179,34.3410838165268,10.0,Trees,0.653446407790366,-0.554520131041985,Landsat 7,-17.037641154343,90.0,1
131,2013-07-10,汶川县漩口镇集中村2组桐籽坪,分散农户,滑坡,地震-降雨,滑坡,,103.459166666667,30.9802777777778,941.0,105.0,15000m3,小型,小型,90.0,6.0,18.0,否,,67.9856815338135,152.57765007019,291.041479587555,108.607176939793,10.0,Trees,0.609132705805539,-0.537692622657819,Landsat 7,0.7415307402615099,324.5,1
137,2009-06-23,汶川县漩口镇八角庙村2组沙子坡,分散农户,滑坡,地震-降雨,滑坡,,103.408888888889,30.9808333333333,1386.0,148.0,30000m3,小型,小型,50.0,4.0,8.0,否,,0.0,14.6900181770325,72.3518013954163,10.0867401292069,10.0,Trees,0.799167365658835,-0.722055270755996,Landsat 7,3.0225846925761743,127.28,1
139,2013-07-10,汶川县漩口镇小麻溪村2组锂电厂厂棚对面,其它,滑坡,地震-降雨,滑坡,,103.445,30.9977777777778,1001.0,5.0,30000m3,小型,小型,200.0,0.0,0.0,是,经济和信息化,65.3691730499268,143.507978439331,277.351511955261,100.459596077938,50.0,Built-up,,,Landsat 7,-38.8933500627511,0.0,1
147,2008-05-12,汶川县漩口镇宇宫村1组清水塘,分散农户-公路,滑坡,地震-降雨,滑坡,,103.445277777778,30.99,1084.0,93.0,28000m3,小型,小型,50.0,2.0,9.0,否,,0.0,7.07919216156006,57.134220123291,9.61390400052348,10.0,Trees,0.762690565620857,-0.685743150888453,Landsat 7,-6.49937264744426,284.6,1
149,2008-05-12,汶川县漩口镇油碾村1组,分散农户,滑坡,地震-降雨,滑坡,,103.458055555556,30.9994444444444,901.0,81.0,21600m3,小型,小型,100.0,2.0,10.0,否,,0.0,7.1729416847229,48.4257998466492,9.92952054040613,50.0,Built-up,0.284018150437058,-0.288258911426876,Landsat 7,-24.4818067754212,90.0,1
150,2013-07-10,汶川县漩口镇圣音寺村1组易平富房前,分散农户,滑坡,地震-降雨,滑坡,,103.4675,31.0080555555556,913.0,28.0,62400m3,小型,小型,80.0,4.0,11.0,否,,65.0414886474609,148.1337890625,286.944443702698,105.485022522298,10.0,Trees,0.468139984758778,-0.433026263088631,Landsat 7,11.658720200739822,458.91,1
151,2013-07-10,汶川县漩口镇圣音寺村1组安家坪,分散农户,滑坡,地震-降雨,滑坡,,103.466944444444,31.0069444444444,922.0,81.0,56000m3,小型,小型,40.0,2.0,8.0,否,,65.0414886474609,148.1337890625,286.944443702698,105.485022522298,10.0,Trees,0.532461223498386,-0.47178991568634,Landsat 7,23.668757841893694,371.08,1
152,2013-07-10,汶川县漩口镇圣音寺村1组王强屋后,分散农户,滑坡,地震-降雨,滑坡,,103.465833333333,31.0091666666667,989.0,8.0,44000m3,小型,小型,80.0,4.0,11.0,否,,65.0414886474609,148.1337890625,286.944443702698,105.485022522298,30.0,Grassland,0.716738442558344,-0.618796283829272,Landsat 7,12.367628607262075,576.28,1
153,2008-05-12,汶川县漩口镇圣音寺村1组铝厂,其它,滑坡,地震-降雨,滑坡,,103.466944444444,31.0208333333333,1020.0,330.0,120000m3,中型,小型,30.0,0.0,0.0,是,经济和信息化,0.0,7.50755405426025,48.5135290622711,10.4016189608646,10.0,Trees,0.599346451658734,-0.541913980458406,Landsat 7,1.4316185696211503,371.08,1
163,2008-05-12,汶川县漩口镇蔡家杠村1组蔡家杠,公路,滑坡,地震-降雨,滑坡,,103.475833333333,31.0405555555556,896.0,90.0,100000m3,中型,小型,50.0,0.0,0.0,是,交通运输,0.0,7.50755405426025,48.5135290622711,10.4016189608646,10.0,Trees,0.534181989627534,-0.47318117795855,Landsat 7,4.831869510652268,180.0,1
168,2008-05-12,汶川县漩口镇红福山村1组鱼跳沟,其它,滑坡,地震-降雨,滑坡,,103.460555555556,30.9655555555556,929.0,79.0,21000m3,小型,小型,0.0,0.0,0.0,否,,0.0,7.1729416847229,48.4257998466492,9.92952054040613,10.0,Trees,0.735878564226382,-0.639279699442933,Landsat 7,-37.8494353827003,90.0,1
169,2008-05-12,汶川县漩口镇安子坪村3组安子坪村,其它,滑坡,地震-降雨,滑坡,,103.475555555556,30.9733333333333,1196.0,131.0,17000m3,小型,小型,0.0,0.0,0.0,否,,0.0,7.1729416847229,48.4257998466492,9.92952054040613,10.0,Trees,0.820075976928957,-0.723465157596894,Landsat 7,-10.2634880803179,381.84,1
171,2009-07-17,汶川县漩口镇群益村2组毛领山,聚集区,滑坡,降雨-人为因素,滑坡,,103.491388888889,31.0030555555556,886.0,150.0,400000m3,中型,小型,300.0,24.0,64.0,否,,86.9856796264648,86.9856796264648,196.621082782745,88.2465289650078,10.0,Trees,0.499743445236072,-0.450228563062257,Landsat 7,-4.16938519449297,180.0,1
176,2008-05-12,汶川县漩口镇水田坪村1组小丫口,公路,滑坡,地震-降雨,滑坡,,103.516944444444,31.0133333333333,985.0,56.0,17000m3,小型,小型,20.0,0.0,0.0,是,交通运输,0.0,0.0,27.3709526062012,2.27736924065963,10.0,Trees,0.672049985833371,-0.562720817276535,Landsat 7,-25.2409033877177,569.21,1
178,2013-07-14,汶川县漩口镇水田坪村1组水田坪村,聚集区,滑坡,地震-降雨,滑坡,,103.512777777778,31.0066666666667,1036.0,259.0,105000m3,中型,小型,250.0,12.0,41.0,否,,16.2228317260742,109.620620727539,325.978370666504,83.5596250602096,10.0,Trees,,,Landsat 7,-8.73776662485875,742.16,1
179,2017-07-07,汶川县漩口镇小麻溪村2组黄土坡,分散农户,滑坡,地震-降雨,滑坡,,103.445277777778,30.9980555555556,1002.0,124.0,15000m3,小型,小型,30.0,2.0,5.0,否,,,,,,50.0,Built-up,,,Landsat 7,-41.5734002509575,90.0,1
180,2017-07-08,汶川县漩口镇圣音寺村2组安置点,分散农户,滑坡,地震-降雨,滑坡,,103.467222222222,31.0130555555556,938.0,180.0,3000m3,小型,小型,120.0,3.0,12.0,否,,,,,,10.0,Trees,,,Landsat 7,-16.1242158092993,270.0,1
181,2017-07-08,汶川县漩口镇油碾村2组养猪场后,公路-其它,滑坡,地震-降雨,滑坡,,103.46,31.0069444444444,1088.0,74.0,2000m3,小型,小型,400.0,0.0,2.0,是,经济和信息化,,,,,10.0,Trees,0.683724101359797,-0.606524593718753,Landsat 7,2.948557089068345,540.0,1
182,2017-07-10,汶川县漩口镇古溪村5组马腰杆,聚集区,滑坡,地震-降雨,滑坡,,103.4575,30.9875,1222.0,122.0,60000m3,小型,小型,400.0,20.0,60.0,否,,,,,,10.0,Trees,,,Landsat 7,109.23337515682238,1018.23,1
183,2017-07-10,汶川县漩口镇古溪村5组马家大坡,聚集区,滑坡,地震-降雨,滑坡,,103.45,30.985,1255.0,123.0,110000m3,中型,中型,800.0,110.0,220.0,否,,,,,,10.0,Trees,0.823322242565435,-0.74085452613117,Landsat 7,20.91593475531272,926.61,1
185,2017-07-13,汶川县漩口镇水田坪村1组林专队,聚集区,滑坡,地震-降雨,滑坡,,103.515555555556,31.0080555555556,1034.0,117.0,150000m3,中型,小型,300.0,18.0,52.0,否,,,,,,30.0,Grassland,0.661754591351431,-0.550792426032271,Landsat 7,-38.2245922208453,973.5,1
187,2017-07-16,汶川县漩口镇群益村5组望乡台,分散农户,滑坡,地震-降雨,滑坡,,103.4875,30.9819444444444,1288.0,270.0,20000m3,小型,小型,15.0,1.0,3.0,否,,,,,,10.0,Trees,0.900936965788847,-0.747453851050286,Landsat 7,14.8105395231928,939.63,1
190,2017-07-17,汶川县漩口镇安子坪村5组五组砖厂矿山,公路,滑坡,地震-降雨,滑坡,,103.460555555556,30.9713888888889,977.0,34.0,80000m3,小型,小型,20.0,0.0,0.0,是,交通运输,,,,,30.0,Grassland,0.357214335686011,-0.394293928201023,Landsat 7,22.259723964854288,360.0,1
191,2017-07-17,汶川县漩口镇集中村1组矿石脚下,其它,滑坡,地震-降雨,滑坡,,103.466944444444,30.9902777777778,1132.0,100.0,80000m3,小型,小型,50.0,0.0,0.0,是,经济和信息化,,,,,10.0,Trees,0.50819575367289,-0.499240152790898,Landsat 7,26.928481806756736,603.74,1
193,2017-07-21,汶川县漩口镇集中村3组尖石包,分散农户-公路,滑坡,地震-降雨,滑坡,,103.458055555556,30.9791666666667,952.0,270.0,80000m3,小型,小型,400.0,6.0,24.0,否,,,,,,10.0,Trees,0.634433835756048,-0.549629384765997,Landsat 7,10.705144291076408,324.5,1
194,2017-07-21,汶川县漩口镇集中村3组周家湾,聚集区-公路,滑坡,地震-降雨,滑坡,,103.459166666667,30.9808333333333,948.0,90.0,80000m3,小型,小型,450.0,9.0,42.0,否,,,,,,10.0,Trees,0.593584959260359,-0.552244813251913,Landsat 7,-4.59598494355282,402.49,1
195,2017-07-21,汶川县漩口镇赵家坪村2组鸡公石,聚集区,滑坡,地震-降雨,滑坡,,103.4475,30.9719444444444,1301.0,190.0,250000m3,中型,中型,600.0,46.0,112.0,否,,,,,,10.0,Trees,0.85004594440992,-0.762515117320528,Landsat 7,6.984943538248899,725.6,1
196,2017-07-21,汶川县漩口镇集中村4组灯盏窝,聚集区,滑坡,地震-降雨,滑坡,,103.4525,30.9788888888889,1091.0,225.0,150000m3,中型,中型,1500.0,35.0,95.0,否,,,,,,10.0,Trees,,,Landsat 7,-20.81932245924,201.25,1
197,2017-07-21,汶川县漩口镇赵家坪村3组柒树堂,分散农户,滑坡,地震-降雨,滑坡,,103.445833333333,30.9655555555556,1199.0,359.0,100000m3,中型,小型,150.0,10.0,27.0,否,,,,,,10.0,Trees,0.791320900966624,-0.709441966713804,Landsat 7,7.766624843142836,547.45,1
198,2017-07-21,汶川县漩口镇赵家坪村3组蚂蟥嘴,分散农户,滑坡,地震-降雨,滑坡,,103.442777777778,30.9641666666667,1376.0,359.0,800000m3,中型,小型,150.0,8.0,24.0,否,,,,,,10.0,Trees,0.811647982500683,-0.732730601113311,Landsat 7,63.890840652428096,853.81,1
199,2017-07-21,汶川县漩口镇安子坪村1组刘家杠,聚集区,滑坡,地震-降雨,滑坡,,103.473333333333,30.9819444444444,979.0,330.0,10000m3,小型,小型,200.0,15.0,39.0,否,,,,,,10.0,Trees,0.751604012788006,-0.652100374324137,Landsat 7,10.02258469258254,90.0,1
201,2017-07-23,汶川县漩口镇响黄沟震源新村雕塑停车场,分散农户-景区,滑坡,地震-降雨,滑坡,,103.469722222222,31.0394444444444,1026.0,110.0,1200m3,小型,小型,120.0,6.0,24.0,否,,,,,,10.0,Trees,,,Landsat 7,29.584692597225057,284.6,1
202,2017-07-09,汶川县漩口镇圣音寺村1组通村公路,分散农户,滑坡,地震-降雨,滑坡,,103.466388888889,31.0077777777778,937.0,45.0,500m3,小型,小型,30.0,1.0,5.0,否,,,,,,10.0,Trees,0.37822475439951,-0.3742003132383,Landsat 7,4.169385194465349,458.91,1
205,2018-07-15,汶川县漩口镇安子坪村至烈士陵园通村公路1号,公路,滑坡,降雨-人为因素,滑坡,,103.48,30.9805555555556,1179.0,339.0,500m3,小型,小型,50.0,0.0,0.0,是,交通运输,,,,,10.0,Trees,0.807739546012817,-0.685615275981154,Landsat 7,21.27603513172608,524.79,1
206,2018-07-15,汶川县漩口镇安子坪村至烈士陵园通村公路2号,公路,滑坡,降雨-人为因素,滑坡,,103.479444444444,30.9816666666667,1112.0,112.0,1000m3,小型,小型,50.0,0.0,0.0,是,交通运输,,,,,10.0,Trees,0.82223781587343,-0.675605107966567,Landsat 7,-10.9410288582359,524.79,1
208,2018-07-15,汶川县漩口镇集中村2组伊成根家对面,公路,滑坡,降雨,滑坡,,103.46,30.9830555555556,972.0,225.0,2000m3,小型,小型,60.0,0.0,0.0,是,交通运输,,,,,10.0,Trees,0.656520999829961,-0.559478146298816,Landsat 7,-10.2333751568535,450.0,1
209,2018-07-15,汶川县漩口镇群益村毛阴山安置点,公路,滑坡,降雨,滑坡,,103.4925,31.0033333333333,902.0,285.0,12000m3,小型,小型,100.0,0.0,0.0,是,交通运输,,,,,60.0,Bare / Sparse vegetation,0.359020598917985,-0.35171914341774,Landsat 7,9.013801756574026,254.56,1
211,2012-09-22,汶川县漩口镇核桃坪村1组,分散农户,滑坡,地震-降雨,滑坡,,103.5075,31.0013888888889,1069.0,280.0,60000m3,小型,中型,800.0,18.0,52.0,否,,36.6363868713379,47.4565258026123,146.573857307434,45.1382559142142,10.0,Trees,0.725177845708652,-0.619427430093209,Landsat 7,-18.7427854454354,90.0,1
214,2014-06-12,汶川县漩口镇油碾村2组安置点后,分散农户,滑坡,地震-降雨,滑坡,,103.4575,30.9875,1222.0,350.0,4000m3,小型,小型,160.0,7.0,24.0,否,,0.0,0.0,114.74856376648,25.708559200383,10.0,Trees,,,Landsat 7,109.23337515682238,1018.23,1
215,2019-08-23,汶川县漩口镇圣音寺村2组周家地,分散农户,滑坡,降雨,滑坡,,103.466944444444,31.0125,953.0,65.0,650000m3,中型,小型,55.0,4.0,11.0,否,,,,,,10.0,Trees,,,Landsat 7,-7.74529485572395,270.0,1
216,2019-08-22,汶川县漩口镇群益村5组水井槽,分散农户-公路,滑坡,降雨,滑坡,,103.485277777778,30.9827777777778,1171.0,148.0,1480000m3,大型,小型,25.0,3.0,5.0,否,,,,,,10.0,Trees,,,Landsat 7,-31.2308657465673,994.08,1
217,2019-08-24,汶川县漩口镇圣音寺村2组檬子杠,公路-其它,滑坡,降雨,滑坡,,103.464444444444,31.0163888888889,1090.0,153.0,1530000m3,大型,小型,50.0,0.0,0.0,是,交通运输,,,,,10.0,Trees,0.636460495034547,-0.54727931558135,Landsat 7,11.122961104123078,774.21,1
222,2008-06-13,汶川县灞州镇下庄村1组黑土坡,聚集区,滑坡,地震-降雨,滑坡,,103.515555555556,31.5388888888889,1524.0,201.0,20000m3,小型,小型,490.0,14.0,48.0,否,,0.0,42.7973594665527,168.757111549377,23.8911182148372,30.0,Grassland,0.251532689680659,-0.308923505904602,Landsat 7,-6.35382685071545,180.0,1
227,2008-05-12,汶川县灞州镇下庄村1组供菩萨,聚集区,滑坡,地震-降雨,滑坡,,103.533055555556,31.5275,1523.0,223.0,600000m3,中型,中型,960.0,32.0,135.0,否,,0.0,0.0,39.1929821968079,1.87280422159263,30.0,Grassland,0.500798429754815,-0.473963651215029,Landsat 7,-21.3550815558585,90.0,1
233,2008-05-12,汶川县灞州镇下庄村1组沙沙地,分散农户,滑坡,地震-降雨,滑坡,,103.520833333333,31.5338888888889,1429.0,182.0,105000m3,中型,小型,140.0,4.0,12.0,否,,0.0,0.0,39.1929821968079,1.87280422159263,30.0,Grassland,0.573824212271974,-0.560388824581711,Landsat 7,-69.9033877039121,90.0,1
240,2013-07-10,汶川县灞州镇克枯村河坝组一股水,分散农户,滑坡,降雨,滑坡,,103.577777777778,31.495,1427.0,269.0,180000m3,中型,小型,175.0,5.0,18.0,否,,20.863561630249,69.4266033172607,211.852945327759,48.7213303441751,30.0,Grassland,0.629263805166195,-0.582350405580156,Landsat 7,-37.4153074027815,180.0,1
243,2008-06-10,汶川县灞州镇克枯村小克枯,聚集区,滑坡,降雨,滑坡,,103.565555555556,31.5152777777778,1507.0,260.0,480000m3,中型,中型,1715.0,49.0,170.0,否,,0.0,43.4683418273926,119.971172332764,30.3654254236141,10.0,Trees,,,Landsat 7,-12.209535759121,324.5,1
244,2013-07-10,汶川县灞州镇克枯村大克枯组背板火地,公路,滑坡,降雨,滑坡,,103.579166666667,31.5116666666667,1880.0,246.0,29000m3,小型,小型,200.0,0.0,0.0,是,交通运输,19.6830310821533,69.6033267974854,213.482015609741,47.6788491280355,10.0,Trees,0.802754619197837,-0.740602500560893,Landsat 7,-29.5382685069303,402.49,1
252,2013-07-10,汶川县灞州镇克枯村小克枯组三岔路口,分散农户-公路,滑坡,降雨,滑坡,,103.5625,31.515,1483.0,60.0,25000m3,小型,小型,120.0,2.0,9.0,否,,19.6830310821533,69.6033267974854,213.482015609741,47.6788491280355,10.0,Trees,0.747599318916609,-0.657125301504089,Landsat 7,4.09033877036677,180.0,1
253,2005-06-17,汶川县灞州镇周达村小寺组塔子,聚集区,滑坡,降雨,滑坡,,103.5675,31.5238888888889,1988.0,102.0,378000m3,中型,小型,380.0,11.0,43.0,否,,22.0831604003906,22.0831604003906,51.8615837097168,23.060702489724,30.0,Grassland,,,Landsat 7,9.494353826820088,450.0,1
256,2008-05-12,汶川县灞州镇周达村周达组无辜里,聚集区,滑坡,降雨,滑坡,,103.561666666667,31.5202777777778,1670.0,136.0,155000m3,中型,小型,420.0,12.0,65.0,否,,0.0,9.57162857055664,63.5381774902344,11.651985477425,30.0,Grassland,0.547019286081928,-0.535639956422104,Landsat 7,-28.5545796738024,90.0,1
259,2010-07-01,汶川县灞州镇木上村1组找基口,聚集区,滑坡,地震-降雨,滑坡,,103.54,31.5330555555556,2015.0,165.0,6600000m3,大型,中型,2880.0,96.0,325.0,否,,18.5393333435059,18.5393333435059,124.854525566101,27.3132789468434,30.0,Grassland,0.749014764653641,-0.681634123399798,Landsat 7,-40.7214554579995,254.56,1
261,2012-07-01,汶川县灞州镇大寺村磊底组磨村,聚集区,滑坡,降雨,滑坡,,103.595,31.5227777777778,2253.0,307.0,812000m3,中型,中型,910.0,26.0,99.0,否,,0.0,37.5467987060547,114.130916595459,24.4002000361574,30.0,Grassland,0.719638353494314,-0.665121498664184,Landsat 7,9.98243412794227,547.45,1
269,2008-05-12,汶川县灞州镇阿尔村1组大槽,其它,滑坡,地震-降雨,滑坡,,103.580277777778,31.6197222222222,2274.0,134.0,54000m3,小型,中型,600.0,0.0,0.0,是,水利（务）,0.0,0.0,38.4496297836304,1.48543223390673,30.0,Grassland,,,Landsat 7,-147.154328732783,90.0,1
271,2008-05-12,汶川县灞州镇阿尔村1组俄甲,分散农户,滑坡,降雨,滑坡,,103.578333333333,31.6172222222222,2452.0,328.0,3000m3,小型,小型,60.0,2.0,8.0,否,,0.0,0.0,38.4496297836304,1.48543223390673,10.0,Trees,0.855985117273877,-0.799106974132485,Landsat 7,1.902132998707657,284.6,1
272,2008-05-12,汶川县灞州镇阿尔村1组阿尔寨,聚集区,滑坡,地震-降雨,滑坡,,103.580555555556,31.6127777777778,2432.0,135.0,150000m3,中型,中型,750.0,25.0,89.0,否,,0.0,0.0,38.4496297836304,1.48543223390673,30.0,Grassland,0.81613859687814,-0.741050999553666,Landsat 7,33.78670012543444,324.5,1
273,2008-05-12,汶川县灞州镇阿尔村4组立别,聚集区,滑坡,地震-降雨,滑坡,,103.579166666667,31.61,2376.0,86.0,80000m3,小型,小型,390.0,13.0,45.0,否,,0.0,0.0,38.4496297836304,1.48543223390673,30.0,Grassland,0.791706387035272,-0.742416402561283,Landsat 7,15.877038895824626,324.5,1
281,2013-07-10,汶川县灞州镇联合村1组大槽,公路,滑坡,地震-降雨,滑坡,,103.550555555556,31.5769444444444,1715.0,284.0,12000m3,小型,小型,20.0,0.0,0.0,是,交通运输,16.4068851470947,66.8723545074463,222.742202758789,46.604609029296,30.0,Grassland,0.371790348243471,-0.410206749293384,Landsat 7,-158.488080301158,0.0,1
284,2011-07-01,汶川县灞州镇联合村1组阿不里,聚集区,滑坡,降雨,滑坡,,103.543888888889,31.5708333333333,1652.0,295.0,1428000m3,大型,中型,1960.0,56.0,235.0,否,,35.3375444412231,49.3190641403198,131.040289878845,55.3342922496202,10.0,Trees,0.560263268899855,-0.545578754675935,Landsat 7,-102.875784190742,90.0,1
