lat,lon,event_date,elevation,slope,aspect,ndvi,ndwi,landuse,distance_to_river,tpi,rain_3d,rain_7d,rain_30d,api,label,source_flag
24.69130802,120.8476822,,764.4307089,8.632893829,338.9829611,-0.401446304,-0.130805095,6,0.3525911,0.489631939,49.14163247,78.73158771,113.1109923,15.74631754,0,模拟
-24.59271948,-142.2222956,,659.5260939,11.32992422,121.9632566,0.810253032,0.127111037,7,2.490699894,-1.003225823,11.70833019,24.20076747,35.93638365,4.840153495,0,模拟
24.63035208,89.20850084,,372.3628716,10.69721537,14.6388399,0.681275479,-0.041126481,1,4.097336874,0.124740531,42.57356003,52.3820674,73.87901397,10.47641348,0,模拟
-46.92482881,145.634137,,351.2825341,7.323993064,9.871628343,0.713585503,0.099991226,1,4.923307838,-0.638985235,24.41826169,53.20382424,112.4755313,10.64076485,0,模拟
19.32484522,-126.4565658,,279.300286,14.52379459,40.23745049,0.645015399,-0.079194214,2,8.759498668,1.759391762,79.6349384,102.6172893,153.1016105,20.52345785,0,模拟
-55.85203654,135.2503485,,97.76927852,7.41700463,36.68621116,-0.673499232,0.090475503,6,0.137576762,0.405940238,34.69619924,54.40894949,113.5726047,10.8817899,0,模拟
-18.95550972,-66.67508241,,408.3316372,5.258148038,34.61471391,0.310313147,0.043895,3,3.858955108,-0.517563973,7.901347021,28.72371,65.64629987,5.744742001,0,模拟
-51.47431703,38.37863919,,601.3741396,1.626305997,217.2515068,-0.49826936,0.142890749,6,4.154210333,0.338276691,44.30115474,61.65582291,98.8025301,12.33116458,0,模拟
8.977579521,12.54402331,,346.5081486,9.071970925,273.0018446,0.084879791,0.092008953,4,1.021606876,0.243843217,9.122855065,27.8256706,45.39933177,5.56513412,0,模拟
47.77824507,-80.94426956,,1007.587068,5.765559081,333.8955895,0.041360624,0.034235374,5,7.013777805,0.581770927,15.33443599,38.31732105,76.06654611,7.66346421,0,模拟
-7.669031565,92.53765432,,606.6518723,6.727536061,151.090058,0.103939139,-0.024344822,4,10.53402994,-0.304380338,6.756124297,36.4019458,61.42269247,7.280389159,0,模拟
-36.11480644,142.1588425,,668.0584515,0.989444782,229.077578,0.426610849,-0.002610048,2,11.37739952,-0.948777655,15.44027942,24.76851578,63.25710474,4.953703157,0,模拟
-39.02705596,156.3360304,,258.0063808,2.114512139,230.3368599,0.015130942,-0.124325671,4,5.586025171,-0.283623736,46.30815678,68.37208441,79.38217995,13.67441688,0,模拟
-21.1118167,17.41026081,,320.4417964,5.604712888,170.7180341,0.308846983,-0.186021345,3,4.310371573,0.156537881,41.013896,70.22723513,82.92604392,14.04544703,0,模拟
-26.1618587,57.54340738,,655.3518399,6.92078582,164.0448382,0.810505556,0.018372511,1,5.535672744,-1.060011496,40.59233705,64.30185958,81.74726359,12.86037192,0,模拟
14.84796474,129.6914629,,121.4916588,7.835657061,281.5274943,0.146688922,0.099451778,5,17.67926305,0.08596548,12.5330061,41.33782297,81.9712954,8.267564594,0,模拟
-9.392784518,110.4677484,,411.8722397,12.92618718,77.71280925,0.526508447,-0.071063602,1,0.644410236,0.115381895,39.53347234,66.39232634,105.2324578,13.27846527,0,模拟
-12.35987607,86.25835186,2019-6-5 18:59,1369.219771,35.29932684,101.3031231,0.755955374,0.074421974,1,1.579780199,-0.934547143,164.9952732,186.187478,296.5572782,74.47499119,1,模拟
-37.54166463,-113.295341,,351.4406097,,43.5137757,0.396723346,-0.010679662,3,0.921588198,-1.050363547,24.18493221,48.35219583,99.71177384,9.670439166,0,模拟
-40.64573579,-95.34916017,,672.7653048,6.333026094,262.4135446,0.640403206,-0.020458154,2,4.714237014,0.015731839,48.68336978,63.51493574,74.63121708,12.70298715,0,模拟
25.95459428,-157.3522043,,120.7445536,5.863080868,7.655731146,0.766472793,0.12944441,1,6.449817161,0.602416889,30.762094,36.46859934,66.61487388,7.293719869,0,模拟
20.84430056,5.739394805,,214.1627976,1.827053262,58.80956234,0.585468431,-0.063820796,1,3.249501895,0.757194129,75.47030015,100.3335167,138.0900229,20.06670335,0,模拟
-42.39151327,-89.00651567,,80.08005638,21.8288766,69.30879539,0.035505733,-0.119404964,4,2.432672831,1.84298489,92.69334919,109.7499797,122.1944029,21.94999594,0,模拟
26.77723613,1.441785429,,466.9620602,5.815254353,176.302578,0.717820498,0.003976012,1,0.155833679,-1.065992638,5.539697415,21.8489857,59.22828773,4.36979714,0,模拟
-6.015958788,174.4732213,,267.2460686,9.960385484,37.30021566,0.162353024,0.16187267,5,3.112651938,-0.425445395,35.09942652,61.82317383,95.30282919,12.36463477,0,模拟
12.57492537,-149.8139348,,334.7306225,8.654843791,101.0947437,0.497590371,-0.039647805,1,2.318175588,-0.71983353,67.92348401,93.2646467,143.0536784,18.65292934,0,模拟
42.47222537,73.72548287,,378.9382994,10.93432378,283.6606407,0.625368567,-0.001598057,1,1.743207828,-1.128507065,7.071668799,30.20537114,57.7175337,6.041074228,0,模拟
-30.01075432,128.4953093,,257.1784063,7.038303453,352.4412932,0.523518534,-0.173876608,2,2.688227611,-0.843072508,33.72526521,55.46828374,74.69731219,11.09365675,0,模拟
-35.51293895,-24.21294276,2020-6-25 13:00,551.8942622,27.05380613,312.2700407,0.829721142,0.215499316,1,1.240439112,-0.503654561,101.3790423,143.5939936,205.6039093,57.43759743,1,模拟
-48.00801721,62.84505938,,415.7952349,9.669490217,258.20596,0.544952581,-0.240001045,1,16.27097701,-0.258573769,133.3808015,155.0737467,168.8366626,31.01474934,0,模拟
-34.4332001,108.5894837,,234.75237,11.09850161,140.5662688,0.79856936,-0.00414824,1,18.847915,-1.899570429,72.62018905,94.80082872,151.0392957,18.96016574,0,模拟
-46.6253433,136.2411468,,875.5925331,7.702089789,17.64042548,0.691856195,0.040570775,1,20.37776721,-0.024091708,37.32862263,54.89657725,86.69699967,10.97931545,0,模拟
6.205833476,113.9073296,,1207.147527,12.86228252,355.9914896,,0.064715539,5,6.021877502,0.14473914,61.88063614,72.17277818,120.5385163,14.43455564,0,模拟
20.41247418,5.084368705,,552.105524,16.49437065,104.9094399,0.457969324,0.12257606,8,1.922254768,1.824749826,15.5508715,25.91715789,40.62040713,5.183431577,0,模拟
30.95402646,157.6327408,,694.90804,13.17824702,143.5251233,0.434517938,-0.060877109,8,0.638524708,0.841879898,14.08335244,36.80021168,72.12494046,7.360042336,0,模拟
-3.747410582,-75.195487,,303.657219,20.91408989,28.06401075,0.373227022,0.01164492,3,3.247453464,0.757874707,33.2873607,56.72658915,103.4534635,11.34531783,0,模拟
2.262336201,44.66698973,,893.9278518,15.50304698,165.6928327,0.693169172,,1,20.03976332,0.214757644,11.29099252,31.71120223,60.85870276,6.342240446,0,模拟
29.09128117,159.0874974,,817.5790306,9.485872342,114.6688615,0.518268362,-0.040060114,1,3.020515999,-0.391780846,19.20761351,47.35865429,96.43114054,9.471730858,0,模拟
18.86898722,172.3435729,,587.3053932,10.3072768,108.6167919,0.460538423,-0.073636132,1,26.40898259,0.899774857,25.06267201,33.47882531,69.41875842,6.695765062,0,模拟
-25.62581017,-150.1738523,,974.4062633,14.80939989,156.6136819,-0.307391491,0.372796871,0,8.869087316,-1.169653211,24.39639296,36.12110703,59.2277418,7.224221406,0,模拟
-6.166194155,-69.40435804,,211.9323467,8.769373239,214.9930581,0.799438708,0.049585158,1,31.72424876,1.022719486,14.81257422,38.29146632,68.63107956,7.658293264,0,模拟
48.8780064,-132.1152958,,785.0817109,12.36246816,86.02271366,0.500242935,0.05441485,8,4.720117218,-0.307658912,20.34066995,29.21062635,79.8361682,5.84212527,0,模拟
36.2437185,-174.6887541,,354.7756234,10.5806256,96.46138708,0.518123335,0.073394621,2,8.2815491,-0.641877272,8.899917298,27.56607517,46.19605753,5.513215034,0,模拟
-49.59987153,65.35156017,,418.5290709,14.96608498,164.1928881,0.422410783,0.03279379,2,0.33806869,-0.455763062,67.60925699,96.41852268,114.3287953,19.28370454,0,模拟
-11.5297856,-68.01573692,,458.3635832,2.919112739,280.1976631,0.580750949,-0.063666943,2,2.654778519,-0.174486015,12.18236327,29.79018143,57.2740603,5.958036287,0,模拟
-39.36331068,-47.05323663,2015-4-26 22:21,642.2923177,32.78932303,129.9239555,0.722496797,-0.129788559,1,1.049738287,-0.687893353,144.0799303,199.8512726,345.6342727,79.94050903,1,模拟
-45.09492855,-165.3797258,,466.6204659,8.50593395,3.674436295,0.058661483,0.034323483,4,2.995911351,0.270028839,33.6381368,63.60179871,104.2971192,12.72035974,0,模拟
-50.15998225,-65.91303923,,439.3668199,7.737704426,211.7252279,0.639076775,-0.264057913,1,0.721119765,0.346728888,13.07659282,40.00463256,68.20470592,8.000926513,0,模拟
-32.47840091,-126.159881,,761.1764697,0.647199614,358.4629762,0.670905859,-0.117402031,1,4.242888941,-0.043327498,22.07352482,36.951025,66.81268631,7.390205,0,模拟
53.78107381,-20.01876973,,635.4353461,1.801637271,202.8212222,0.527068933,0.05765617,2,18.78578296,1.571199377,46.04364042,69.44760797,93.36917303,13.88952159,0,模拟
19.66572716,-166.8415362,,387.2697509,13.88932201,97.21117247,0.55575036,-0.01582039,8,1.022103657,-0.234624678,10.29896927,16.46033199,64.25075762,3.292066397,0,模拟
12.70497571,134.9757456,2020-2-4 9:15,1415.979116,23.07118992,161.9743799,0.422391729,0.125769609,2,6.454535215,1.227446702,122.3028871,172.7309016,360.9221892,69.09236064,1,模拟
-3.557311647,-52.76379214,,588.2219994,8.61599757,86.44325867,0.55809756,0.007379863,1,6.014954541,1.331545002,13.02293407,28.90765193,60.28652018,5.781530386,0,模拟
-58.28626025,29.42406113,,775.1577208,12.27208491,298.4028215,0.399212926,-0.0958012,8,7.60198144,0.495509389,34.64322122,48.41973026,89.18481471,9.683946051,0,模拟
6.03047328,-78.24832078,,276.5870517,11.93343816,350.3339714,0.099118072,0.098556691,4,1.253902617,-0.131954654,19.17892738,33.36255413,67.05534174,6.672510827,0,模拟
-16.63660106,117.7779746,,72.32221803,12.31414671,259.6733348,0.459692985,-0.085872831,7,2.433853186,-0.076625038,1.989749149,9.284015922,37.14619026,1.856803184,0,模拟
-19.92948838,-6.529970064,,522.6354278,7.647488492,192.4400651,0.159343257,-0.032306839,4,3.906627154,0.275950175,2.073471408,19.61531733,76.13105961,3.923063466,0,模拟
-23.15419396,150.3854063,,682.1104557,13.82310437,199.0990544,0.547831543,-0.234712492,2,11.18703096,0.348605541,35.29706006,56.15070335,77.72594934,11.23014067,0,模拟
29.21737482,17.1779353,,208.9056586,11.57334644,169.660738,0.509981788,-0.003131001,1,15.06276183,0.741540839,38.74626672,61.01885538,96.64324158,12.20377108,0,模拟
8.414280126,166.5286494,,518.078557,16.16098061,255.2614955,0.593373021,0.010116822,1,2.017615727,0.966533943,33.07485163,61.67747078,103.5630374,12.33549416,0,模拟
-35.49945057,5.558310335,,497.5893538,9.277287071,336.0522025,0.195800898,-0.067287431,5,2.173581961,-0.709016771,9.777145563,28.24172147,67.42960912,5.648344295,0,模拟
-0.814157429,-23.77051074,,396.4409494,10.64897621,17.67428574,0.822430746,0.062434893,1,7.512775378,3.025664432,19.04957828,38.2245732,62.93178644,7.644914641,0,模拟
27.63462933,-85.24815729,,417.6295107,15.66919134,261.4603226,0.579925244,-0.083734885,2,1.527045639,0.879975887,27.53220035,42.47495431,57.25381058,8.494990862,0,模拟
-39.48384577,-51.29233818,,832.564771,9.634961697,307.5957668,0.781908568,0.030192767,1,1.192751173,0.161670721,25.34721864,43.06747731,62.1752011,8.613495463,0,模拟
-18.42305521,-99.96161094,,937.5244799,12.13986383,139.5511447,0.504112782,0.053903752,1,3.204659741,-1.415130781,22.55608632,49.4988693,97.45268942,9.899773861,0,模拟
-49.5797529,56.5686129,,151.8290619,3.933480867,140.3608366,0.49430732,-0.001497469,3,5.764519136,2.058171989,13.00896396,30.87127631,59.96730507,6.174255262,0,模拟
-4.198880905,-127.0144909,,624.1479514,13.56639537,48.91489321,0.714300636,0.035117627,1,1.514734786,0.083051897,39.76463522,64.57823708,112.4258028,12.91564742,0,模拟
40.60121651,116.1493751,2013-12-14 6:16,410.9985242,42.43208539,288.1643151,0.522020674,0.001632948,8,1.48890306,-0.235298896,94.20384011,133.1122047,259.6189993,53.24488188,1,模拟
48.81492406,57.12394127,,311.0935117,15.43386665,137.3329673,0.495685657,-0.061989424,3,1.317895483,-1.969522037,24.73437048,41.35096834,61.88175543,8.270193668,0,模拟
-54.13173871,-170.7679504,,825.7422817,14.89691448,276.3510374,0.420557909,0.01387577,2,23.32102894,-0.28553007,27.315094,35.05697319,84.76061625,7.011394638,0,模拟
44.46849964,-62.75257799,,620.2863012,1.030202674,95.63114788,-0.422409242,0.497393651,0,27.34249392,-0.00281216,25.17041271,47.99134299,97.92366077,9.598268598,0,模拟
58.38750361,-6.984398575,,235.7290596,13.78929442,336.284694,0.163837692,0.037621841,5,25.31852571,0.475924706,9.233862419,22.26664172,81.98798523,4.453328344,0,模拟
-13.06112751,1.205717774,,19.30012418,9.79663398,323.612412,0.2920282,-0.263580764,3,4.982226517,-1.311952892,71.63029258,84.31610023,141.6444829,16.86322005,0,模拟
4.952765607,173.994271,,670.5588924,12.57586874,234.2279958,0.641079401,0.174017386,2,0.808034033,0.36589974,11.83717754,34.72394134,81.93797861,6.944788268,0,模拟
52.71058251,80.0965414,,275.1368225,5.182454101,55.71085421,0.491589158,0.003395841,3,4.3713072,-0.481890319,68.70312959,78.7898719,114.9018375,15.75797438,0,模拟
-21.38655658,-109.1844415,,734.457058,14.19560629,260.8728604,0.365578404,-0.095360584,2,1.958276496,0.374089196,133.0102403,150.205225,162.1529044,30.04104501,0,模拟
0.050435185,133.9398762,,63.89483268,0,300.2408272,0.10121824,-0.158609575,4,3.331695691,1.169096076,35.57689889,45.75387711,68.56731625,9.150775422,0,模拟
40.16782614,103.2160909,,245.6250737,6.809551161,42.67901919,0.602344834,-0.001900823,2,4.256633403,-1.538249422,72.40007507,90.82568761,141.1682007,18.16513752,0,模拟
25.07532436,74.46088385,,554.9836412,16.68074114,250.3001544,0.118713107,-0.077812001,4,0.764951412,-0.155719283,4.860965394,24.53055988,72.62999955,4.906111977,0,模拟
27.76391215,159.0016279,,817.3885158,8.186780232,111.9310254,0.377857727,0.068982644,3,7.109147913,-1.364032769,35.23015167,59.5929155,76.776015,11.9185831,0,模拟
48.63733773,-32.35417082,,226.0981441,17.0497656,72.69568216,0.38110205,-0.059446143,3,0.482340551,-0.767281309,35.63937804,48.80813196,64.17310995,9.761626391,0,模拟
-53.29206357,135.3860012,,779.1522972,19.01810665,41.09894471,0.728115887,-0.190043037,1,4.919189495,-0.841602736,10.97872735,22.10182615,50.53670654,4.42036523,0,模拟
-54.66668816,-15.22533793,,292.8575083,5.78477325,334.9137352,0.595119558,-0.073426539,1,6.750581803,-0.201347237,13.59434008,31.18494466,63.25567718,6.236988932,0,模拟
24.62440224,62.70699123,,429.4155961,9.639832571,155.9645254,0.489771963,0.074731329,3,8.275301863,-0.935436893,113.6059536,130.1211206,165.1142373,26.02422412,0,模拟
-55.10595841,113.9362023,,773.2853403,4.960851009,82.04587642,0.166564866,-0.018115959,4,3.115118555,-0.368894059,30.17252536,38.89040526,51.53893717,7.778081051,0,模拟
-1.703929147,17.61192604,,886.5579488,2.793499946,73.38112813,0.771634615,-0.02522779,1,4.376231694,-0.708954338,7.127309423,19.87780894,33.65124274,3.975561787,0,模拟
23.70235567,-32.05725352,,928.720449,12.13346977,92.03981821,-0.466979173,-0.027780872,6,29.66617805,0.864578107,22.72920245,41.3876943,96.08880111,8.277538859,0,模拟
-34.06635715,74.56420697,,552.2303692,13.04579653,307.9641148,0.623567673,-0.244573582,2,2.50174696,0.208390179,17.63700356,38.59583301,96.0972546,7.719166602,0,模拟
-45.78160397,-29.57059508,,447.8370626,7.773149833,53.66451762,,-0.109766097,1,2.051826307,1.38716564,14.40228416,38.52205517,83.38171907,7.704411035,0,模拟
4.50297512,31.60437957,,824.8137381,11.70012879,299.2732896,0.717953337,-0.105954149,2,7.111881771,1.242260493,59.4236549,88.19338233,135.6115088,17.63867647,0,模拟
-55.09764731,164.5864702,,206.9817319,11.26438922,148.0410308,0.496221125,0.005759433,1,16.6358134,0.412204994,81.72524907,89.96600158,136.8608627,17.99320032,0,模拟
-29.28957216,113.4497207,,534.4068898,16.38088139,129.0164415,0.54605938,-0.039453341,2,19.3284246,-1.875055106,8.174507865,22.64497906,76.14304823,4.528995811,0,模拟
6.428691754,-36.38866528,,381.919833,5.044980829,1.604740833,0.536470818,0.045173379,3,10.56977617,1.54781403,11.78869222,32.9223095,80.04074962,6.584461901,0,模拟
-36.96247167,50.60618562,,137.1652281,3.726954802,327.2482824,0.501559604,-0.114731234,3,5.704701276,-0.544130027,34.39142356,43.06578716,64.63527927,8.613157433,0,模拟
53.80331981,-125.1918487,,98.16695727,4.491981567,181.9624907,0.610388657,0.009137261,2,1.280505225,-1.056037443,81.3079584,92.12853513,105.4482162,18.42570703,0,模拟
-12.11991857,-13.97199579,,804.7864106,13.90303961,98.73177178,0.436507987,0.033109669,3,13.89029592,-0.432416724,20.89652967,50.86786583,88.98779291,10.17357317,0,模拟
-49.24380845,114.8326595,,306.0180759,4.948462566,197.4733437,0.030270079,0.042446531,4,3.43633093,1.142558928,63.98726813,73.54204207,85.199306,14.70840841,0,模拟
-51.37330012,-59.95176392,,206.7409332,2.411318388,357.2911291,0.532078636,-0.056733606,3,6.155939756,0.137637408,47.44501078,53.0629819,110.451244,10.61259638,0,模拟
-48.37215703,67.55242234,,920.002028,5.586709032,49.31457324,0.361868648,-0.136715586,3,1.630527255,-0.357607908,18.82102106,30.4368126,56.86612351,6.087362521,0,模拟
-59.63023221,-95.48157442,,671.4746506,5.312862525,142.4777869,0.592368241,0.022707318,1,0.359904649,0.342765517,10.84430501,26.33374482,49.09040335,5.266748964,0,模拟
-57.82807535,-175.0258184,,474.5973935,8.352575224,223.9616231,-0.627583231,-0.368768471,6,0.296646135,-0.346529846,19.38679068,28.44782225,38.65115082,5.68956445,0,模拟
-37.61212543,-161.6056712,,859.6194636,9.366576714,193.0627164,0.440049379,-0.001566223,3,0.876190993,1.177502209,20.65524473,33.13443654,57.55617431,6.626887308,0,模拟
43.00287361,134.4319027,,298.7086845,7.012099895,326.0949894,-0.64620143,-0.075686248,6,6.497576294,-0.552315834,80.13046689,99.61582243,130.7430487,19.92316449,0,模拟
-24.21187543,169.5514616,,1047.088508,13.66823775,337.8610445,0.411611504,-0.129752579,8,14.72913063,-2.296979816,39.69108971,52.45092711,63.60443927,10.49018542,0,模拟
40.0981163,-111.7167332,,884.8461877,13.713472,340.7244233,0.085011818,0.043499812,4,0.698650414,-0.758630234,48.70924849,71.68559115,126.3472078,14.33711823,0,模拟
42.35660167,-77.29222058,,399.2117339,8.224689155,47.49837394,0.333525966,0.147215855,3,4.178838545,0.779613438,70.08406253,89.06974128,143.6359238,17.81394826,0,模拟
23.20182591,35.47556274,,932.0438922,11.53931567,93.26135684,0.485585006,-0.059468338,2,14.05741093,1.21843741,77.25132775,96.70039597,152.2878883,19.34007919,0,模拟
-56.40713835,-175.6954237,,617.9101086,8.236286774,123.491226,0.125460276,-0.10797234,4,2.203118216,0.523023406,50.72366066,57.8129865,90.20526985,11.5625973,0,模拟
-24.76160763,78.89596653,,224.0472179,6.766085423,252.2144711,0.711343652,0.004064147,1,9.761073544,-0.208325525,19.70617766,48.55310204,87.6304466,9.710620407,0,模拟
-20.4824574,57.8418454,,568.5572747,1.870228979,196.0798819,0.59449916,-0.199117737,1,12.31381375,0.744247719,12.7654732,32.18531893,62.57038933,6.437063785,0,模拟
-11.41988365,146.6513934,,148.6394324,11.89668559,238.747297,0.451853079,,2,1.003381944,0.008753628,41.86256313,70.65675827,113.7343801,14.13135165,0,模拟
48.40679714,40.50981308,,727.4548588,8.931205817,214.4442592,0.110306033,-0.058350196,4,4.874213042,-1.495926056,88.78715302,114.8737463,139.7207865,22.97474926,0,模拟
51.28506379,36.92564398,,464.0919055,2.783741847,342.9655575,-0.331716442,0.481104599,0,3.876725184,0.229453511,14.27455171,38.87604202,63.14548795,7.775208404,0,模拟
-51.6070551,-162.5972398,,553.9291343,17.85535291,24.66825922,,0.083927195,3,3.66643338,0.466790615,46.84077873,74.74039875,105.6809025,14.94807975,0,模拟
35.71774921,56.81939351,,297.5622043,5.763486963,298.8165251,0.623425467,0.29652918,2,1.498881017,-1.25810823,21.35928201,36.91245689,90.68610178,7.382491378,0,模拟
-4.988753938,174.560833,,551.8250297,13.58116636,228.750588,0.521375264,0.024958562,2,11.03134686,-0.344307423,44.04141863,53.83789037,82.83609492,10.76757807,0,模拟
54.12756357,147.1651099,,588.9703406,14.06054709,59.01020679,0.739444064,-0.004588925,1,0.985996131,-2.169364249,27.28183779,50.72440595,87.08904997,10.14488119,0,模拟
31.13993963,-120.247512,,322.2328164,2.555107943,106.5322524,0.586956806,-0.036165113,2,0.159722804,0.441114931,38.96905514,66.27950014,85.6138678,13.25590003,0,模拟
-6.954057927,66.96549175,,2.28556368,1.664504216,176.2814398,-0.229609122,0.490699388,0,3.344068408,-1.131681845,51.54466171,70.72434151,129.8734214,14.1448683,0,模拟
0.384314768,-62.57101407,,481.7504374,12.80949287,240.7536543,0.646532758,0.006858889,1,22.42173081,-0.610911858,67.77619163,74.41339473,127.2035589,14.88267895,0,模拟
-20.277633,12.4297421,,649.3312335,11.47109038,92.86359591,0.044944833,0.029715837,4,1.21291943,-1.171056084,22.63339757,51.79947937,108.3676565,10.35989587,0,模拟
-29.91612534,-72.8909923,,316.9137381,13.51092842,111.2499454,0.801819929,-0.14064523,1,2.75528233,-0.469613452,58.51002394,84.17392603,122.8536281,16.83478521,0,模拟
28.52269398,144.7138353,,187.939884,7.023581662,140.4701693,0.541821966,-0.124563428,2,4.818461907,0.209545283,34.28466175,57.90248071,91.24238209,11.58049614,0,模拟
-28.32015338,-47.52991607,2012-10-3 6:00,1370.307658,33.88091372,267.0484171,-0.441313831,-0.03785017,6,0.461655446,0.608768585,154.7700612,180.4748261,238.8979252,72.18993045,1,模拟
-46.62733213,-57.52249291,,543.6442932,19.29894857,252.8470437,0.650505052,0.143602176,8,4.412596674,-1.44583735,65.59926095,74.52299063,85.84650619,14.90459813,0,模拟
-19.42270459,179.4422345,,799.6803453,18.14476323,168.1092879,0.159935875,0.067469636,4,13.83683969,-0.604645912,94.74586854,115.3058475,170.6955511,23.0611695,0,模拟
-24.50139128,101.0807276,2013-9-13 0:43,223.0664225,26.40636518,138.7652704,0.528113781,-0.055601942,2,1.201033519,-0.458172782,100.8538843,147.7858506,206.8078062,59.11434025,1,模拟
-14.00356661,99.96426027,,705.2622495,7.686092234,286.985993,0.649521307,-0.058559281,2,0.525359861,-0.927732827,5.908552249,26.03312539,37.45277678,5.206625078,0,模拟
26.05217332,-164.3619929,,454.0196577,14.52435886,344.1832233,0.546720538,0.137650305,8,7.978655949,1.375581692,41.70392525,51.66170448,65.87721679,10.3323409,0,模拟
