lon,lat,elevation,aspect,tpi,distance_to_river,rain_3d,rain_7d,rain_30d,api,ndvi,ndwi,landuse,landuse_type,rain_ratio_3d_30d,rain_ratio_7d_30d,rain_intensity,valley_risk,elev_rain,aspect_rain,ndvi_elev,log_dist_river,threatened_people,threatened_households,threatened_property,exposure_index,has_rain,has_earthquake,has_human,danger_code,triggering_factor,hazard_type,danger_grade,label,lu_Built-up,lu_Cropland,lu_Grassland,lu_Moss and Lichen,lu_Permanent water bodies,lu_Trees
103.278888888889,31.1216666666667,1598.0,125.0,-109.828105395258,0.0,0.0,9.11534595489502,73.3814578056335,12.0101455138171,0.209467917017216,-0.214539609927982,50.0,Built-up,0.0,0.12421865449711804,0.0,109.828105395258,0.0,-0.0,0.3347297313935112,0.0,4.0,1.0,20.0,0.00067,1,0,0,0.0,降雨,泥石流,小型,1,True,False,False,False,False,False
103.28,31.1208333333333,1598.0,102.0,-114.538268506926,90.0,0.0,9.11534595489502,73.3814578056335,12.0101455138171,0.483698763799402,-0.497647614241295,10.0,Trees,0.0,0.12421865449711804,0.0,1.258662291284901,0.0,-0.0,0.7729506245514445,4.51085950651685,24.0,5.0,140.0,0.00387,1,1,0,0.0,地震-降雨,滑坡,小型,1,False,False,False,False,False,True
103.272777777778,31.1225,1611.0,124.0,-137.956085319975,0.0,27.5332174301147,84.3136653900146,232.034501552582,58.7409815699345,0.208691641469789,-0.212793747107523,10.0,Trees,0.11866001497492268,0.3633669338922616,0.3265569976051585,137.956085319975,5398.572050165103,-15.39637979663721,0.3362022344078301,0.0,0.0,0.0,10.0,5e-05,1,0,0,0.0,降雨,泥石流,小型,1,False,False,False,False,False,True
103.270833333333,31.1230555555556,1632.0,84.0,-122.775407779197,90.0,0.0,9.11534595489502,73.3814578056335,12.0101455138171,0.653053291698519,-0.619921912198838,10.0,Trees,0.0,0.12421865449711804,0.0,1.349180305265901,0.0,0.0,1.0657829720519831,4.51085950651685,46.0,9.0,230.0,0.00708,1,1,0,0.0,地震-降雨,不稳定斜坡,小型,1,False,False,False,False,False,True
103.255,31.1225,1671.0,125.0,-112.909661229638,90.0,0.0,9.11534595489502,73.3814578056335,12.0101455138171,0.604248450943112,-0.580468676306109,10.0,Trees,0.0,0.12421865449711804,0.0,1.240765508018,0.0,-0.0,1.00969916152594,4.51085950651685,0.0,0.0,10.0,5e-05,1,1,0,0.0,地震-降雨,滑坡,小型,1,False,False,False,False,False,True
103.248888888889,31.1208333333333,1663.0,335.0,-122.324968632399,90.0,28.3975553512573,87.9472303390503,237.507882118225,61.2731369657771,0.21745216090808,-0.261348060152168,30.0,Grassland,0.11956468600871997,0.3702918385317823,0.3228931171402597,1.3442304245318573,5622.455857044236,25.73692554764878,0.361622943590137,4.51085950651685,19.0,4.0,50.0,0.00277,1,0,0,0.0,降雨,泥石流,小型,1,False,False,True,False,False,False
103.247777777778,31.1219444444444,1730.0,115.0,-115.484316185725,180.0,0.0,16.158848285675,94.6068110466003,16.9607366566668,0.783373063170441,-0.700226128654705,10.0,Trees,0.0,0.17080005239799984,0.0,0.6380348960537293,0.0,-0.0,1.355235399284863,5.198497031265826,19.0,4.0,80.0,0.0029200000000000003,1,1,0,0.0,地震-降雨,滑坡,小型,1,False,False,False,False,False,True
103.254166666667,31.1105555555556,1798.0,170.0,-114.815558343819,0.0,0.0,9.11534595489502,73.3814578056335,12.0101455138171,0.5494791444489,-0.524865032786748,80.0,Permanent water bodies,0.0,0.12421865449711804,0.0,114.815558343819,0.0,-0.0,0.9879635017191222,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,地震-降雨,滑坡,小型,1,False,False,False,False,True,False
103.251666666667,31.1197222222222,1687.0,305.0,-68.0112923463268,0.0,0.0,9.11534595489502,73.3814578056335,12.0101455138171,0.629695316491079,-0.594034015914319,10.0,Trees,0.0,0.12421865449711804,0.0,68.0112923463268,0.0,0.0,1.0622959989204503,0.0,0.0,0.0,20.0,0.0001,1,1,0,0.0,地震-降雨,不稳定斜坡,小型,1,False,False,False,False,False,True
103.3025,31.0975,1544.0,102.0,-41.8494353827081,90.0,33.9175758361816,97.8966913223267,249.172077178955,67.1714375598211,0.337777970813064,-0.40949548106624,10.0,Trees,0.1361210943811366,0.39288788867016017,0.34646294348235646,0.45988390530448464,5485.817035649084,-7.051860540540094,0.5215291869353709,4.51085950651685,30.0,7.0,140.0,0.00485,1,0,0,0.0,降雨,不稳定斜坡,小型,1,False,False,False,False,False,True
103.305,31.0975,1541.0,345.0,-85.0012547051687,90.0,0.0,15.2150478363037,81.4182205200195,15.8117654481224,0.366191093817553,-0.364780110414241,80.0,Permanent water bodies,0.0,0.18687521954245856,0.0,0.9340797220348209,0.0,0.0,0.5643004755728491,4.51085950651685,0.0,0.0,20.0,0.0001,1,1,0,0.0,地震-降雨,不稳定斜坡,小型,1,False,False,False,False,True,False
103.298888888889,31.1013888888889,1559.0,330.0,-103.902132998771,90.0,0.0,9.11534595489502,73.3814578056335,12.0101455138171,0.471743229845059,-0.429853057832508,80.0,Permanent water bodies,0.0,0.12421865449711804,0.0,1.1417816813051758,0.0,0.0,0.735447695328447,4.51085950651685,0.0,0.0,20.0,0.0001,1,1,0,0.0,地震-降雨,泥石流,小型,1,False,False,False,False,True,False
103.296388888889,31.1030555555556,1558.0,342.0,-131.01254705147,0.0,0.0,9.11534595489502,73.3814578056335,12.0101455138171,0.604451657778808,-0.53925595214452,10.0,Trees,0.0,0.12421865449711804,0.0,131.01254705147,0.0,0.0,0.941735682819383,0.0,0.0,0.0,20.0,0.0001,1,1,0,0.0,地震-降雨,泥石流,小型,1,False,False,False,False,False,True
103.301666666667,31.09,1588.0,232.0,-42.9146800502132,90.0,0.0,15.2150478363037,81.4182205200195,15.8117654481224,0.704135981062599,-0.687858197290726,30.0,Grassland,0.0,0.18687521954245856,0.0,0.4715898906616835,0.0,-0.0,1.1181679379274072,4.51085950651685,12.0,4.0,60.0,0.00226,1,1,0,0.0,地震-降雨,不稳定斜坡,小型,1,False,False,True,False,False,False
103.296388888889,31.0863888888889,1631.0,190.0,-96.8055207026636,0.0,36.4867143630982,96.6324119567871,235.882158279419,67.4483513222318,0.763033230654345,-0.716010334743477,10.0,Trees,0.15468195910913407,0.40966392989427614,0.3775825690415222,96.8055207026636,5910.722122666917,-35.932399186721,1.2445071991972367,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,地震-降雨,泥石流,小型,1,False,False,False,False,False,True
103.303888888889,31.09,1561.0,282.0,-27.6436637390445,0.0,33.9175758361816,97.8966913223267,249.172077178955,67.1714375598211,0.685818268599726,-0.643863244106297,10.0,Trees,0.1361210943811366,0.39288788867016017,0.34646294348235646,27.6436637390445,5546.217870886153,7.051860540540097,1.0705623172841725,0.0,16.0,4.0,300.0,0.00378,1,1,0,0.0,地震-降雨,泥石流,小型,1,False,False,False,False,False,True
103.396944444444,31.0644444444444,1199.0,330.0,-136.853199498139,0.0,40.0471687316895,60.0707530975342,86.2455883026123,47.5087027052991,0.112191205111559,-0.128090939021643,80.0,Permanent water bodies,0.46433875071419883,0.6965081260712976,0.666666666555687,136.853199498139,4453.951512905377,34.68186547128494,0.13451725492875924,0.0,0.0,0.0,60.0,0.0003,1,1,0,0.0,地震-降雨,泥石流,小型,1,False,False,False,False,True,False
103.325277777778,31.1125,1881.0,73.0,-34.7917189460768,180.0,20.8172607421875,52.0431518554688,115.494453430176,45.1678559715328,0.265662745280657,-0.312472082382625,30.0,Grassland,0.18024467948125716,0.4506116987031433,0.39999999992314034,0.19221944169103203,5798.561396732194,6.086378010851064,0.4997116238729158,5.198497031265826,0.0,0.0,400.0,0.002,1,0,0,0.0,降雨,泥石流,小型,1,False,False,True,False,False,False
103.3075,31.0902777777778,1544.0,47.0,-17.9196988707885,180.0,10.784779548645,53.9238977432251,118.250306129456,44.1226853328472,0.242661630500283,-0.264875871052598,50.0,Built-up,0.09120297359675499,0.4560148679837758,0.19999999996291032,0.09900386116457735,3808.7528336990667,7.355201965811463,0.3746695574924369,5.198497031265826,892.0,185.0,1500.0,0.12511,1,0,0,0.0,降雨,泥石流,大型,1,True,False,False,False,False,False
103.318333333333,31.1052777777778,1781.0,190.0,-52.351317440429,324.5,27.2081136703491,86.6823244094849,243.86826467514,60.290694034167,0.730791312354439,-0.672402604199376,10.0,Trees,0.11156889850131865,0.35544733350770774,0.3138830650027322,0.1608335405235914,5947.844796209794,-26.794761287397236,1.3015393273032558,5.785362461648624,0.0,0.0,400.0,0.002,1,0,0,0.0,降雨,泥石流,小型,1,False,False,False,False,False,True
103.320277777778,31.1005555555556,1723.0,217.0,-40.671267252223,0.0,27.2081136703491,86.6823244094849,243.86826467514,60.290694034167,0.506287262509137,-0.527128831352498,10.0,Trees,0.11156889850131865,0.35544733350770774,0.3138830650027322,40.671267252223,5754.14743619847,-21.729365738543972,0.8723329533032431,0.0,40.0,9.0,180.0,0.00635,1,0,0,0.0,降雨,泥石流,小型,1,False,False,False,False,False,True
103.321388888889,31.1013888888889,1749.0,330.0,-34.5294855709182,90.0,0.0,9.02761650085449,73.9694948196411,11.8741481377152,0.556970596483068,-0.544767307718408,10.0,Trees,0.0,0.12204512849041305,0.0,0.3794448963837165,0.0,0.0,0.974141573248886,4.51085950651685,15.0,5.0,100.0,0.00295,1,1,0,0.0,地震-降雨,不稳定斜坡,小型,1,False,False,False,False,False,True
103.32,31.0958333333333,1843.0,175.0,20.410288582156,381.84,33.9175758361816,97.8966913223267,249.172077178955,67.1714375598211,0.848833578660957,-0.770089253939558,10.0,Trees,0.1361210943811366,0.39288788867016017,0.34646294348235646,0.0,6548.161137759885,-33.78850922012881,1.5644002854721437,5.947617147327706,12.0,3.0,400.0,0.00371,1,0,0,0.0,降雨,泥石流,小型,1,False,False,False,False,False,True
103.315555555556,31.0963888888889,1648.0,186.0,-53.3638644918683,0.0,33.9175758361816,97.8966913223267,249.172077178955,67.1714375598211,0.615799045548399,-0.608781484002723,10.0,Trees,0.1361210943811366,0.39288788867016017,0.34646294348235646,53.3638644918683,5855.328027687623,-33.73177180689647,1.0148368270637615,0.0,17.0,4.0,80.0,0.0027600000000000003,1,0,0,0.0,降雨,泥石流,小型,1,False,False,False,False,False,True
103.315555555556,31.095,1660.0,12.0,-41.6160602258723,180.0,16.9587879180908,50.8763637542725,266.130865097046,53.5043833622458,0.762847382788609,-0.709685119680563,10.0,Trees,0.06372349149081018,0.1911704744724309,0.3333333332678144,0.22992298467332764,4794.212090748045,16.588197713433967,1.2663266554290908,5.198497031265826,156.0,43.0,800.0,0.02723,1,0,0,0.0,降雨,泥石流,中型,1,False,False,False,False,False,True
103.313055555556,31.0830555555556,1506.0,234.0,-50.8757841907399,90.0,16.9587879180908,50.8763637542725,266.130865097046,53.5043833622458,0.268232335108939,-0.248434952394372,10.0,Trees,0.06372349149081018,0.1911704744724309,0.3333333332678144,0.5590745515465924,4349.447836546118,-9.968125435009547,0.4039578966740622,4.51085950651685,42.0,9.0,180.0,0.00651,1,0,0,0.0,降雨,泥石流,小型,1,False,False,False,False,False,True
103.256666666667,31.1233333333333,1680.0,125.0,-107.851944792999,90.0,0.0,9.11534595489502,73.3814578056335,12.0101455138171,0.767977501180367,-0.715551070003386,10.0,Trees,0.0,0.12421865449711804,0.0,1.1851862065164727,0.0,-0.0,1.2902022019830164,4.51085950651685,19.0,4.0,80.0,0.0029200000000000003,1,1,0,0.0,地震-降雨,不稳定斜坡,小型,1,False,False,False,False,False,True
103.29,31.1105555555556,1608.0,129.0,-63.7089084065501,90.0,10.6665410995483,15.9998116493225,197.564382076263,40.2269916098638,0.780243779515801,-0.683458951864861,10.0,Trees,0.053990203026023906,0.08098530453903612,0.6666666662499929,0.7000978945774736,3950.413815866978,-6.712671815916898,1.254631997461408,4.51085950651685,0.0,0.0,20.0,0.0001,1,0,0,0.0,降雨,泥石流,小型,1,False,False,False,False,False,True
103.330277777778,31.0725,1511.0,261.0,-136.120451693875,90.0,0.0,15.2150478363037,81.4182205200195,15.8117654481224,0.247364722417428,-0.317604711583577,30.0,Grassland,0.0,0.18687521954245856,0.0,1.4958291394931318,0.0,-0.0,0.37376809557273366,4.51085950651685,0.0,0.0,0.0,0.0,1,1,0,0.0,地震-降雨,泥石流,小型,1,False,False,True,False,False,False
103.310555555556,31.0827777777778,1556.0,231.0,-56.7227101631349,201.25,0.0,15.2150478363037,81.4182205200195,15.8117654481224,0.683795965044245,-0.667086461612981,10.0,Trees,0.0,0.18687521954245856,0.0,0.28045839388447413,0.0,-0.0,1.063986521608845,5.309504555938601,4.0,1.0,20.0,0.00067,1,1,0,0.0,地震-降雨,不稳定斜坡,小型,1,False,False,False,False,False,True
103.314166666667,31.0755555555556,1517.0,157.0,-72.2346298620075,0.0,33.9175758361816,97.8966913223267,249.172077178955,67.1714375598211,0.51873921484038,-0.527346186176415,30.0,Grassland,0.1361210943811366,0.39288788867016017,0.34646294348235646,72.2346298620075,5389.886297331386,-31.221293174546375,0.7869273889128565,0.0,9.0,3.0,150.0,0.0022199999999999998,1,0,0,0.0,降雨,泥石流,小型,1,False,False,True,False,False,False
103.310555555556,31.0802777777778,1548.0,298.0,-84.1166875784438,360.0,33.9175758361816,97.8966913223267,249.172077178955,67.1714375598211,0.6777447491537508,-0.6311539801286361,10.0,Trees,0.1361210943811366,0.39288788867016017,0.34646294348235646,0.2330102148987363,5500.028996881336,15.923337333721129,1.0491488716900061,5.8888779583328805,0.0,0.0,10.0,5e-05,1,0,0,0.0,降雨,泥石流,小型,1,False,False,False,False,False,True
103.311388888889,31.0838888888889,1523.0,98.0,-57.8155583438126,90.0,0.0,15.2150478363037,81.4182205200195,15.8117654481224,0.501012213030052,-0.492282828768317,10.0,Trees,0.0,0.18687521954245856,0.0,0.6353358059759626,0.0,-0.0,0.7630416004447691,4.51085950651685,14.0,3.0,80.0,0.0022700000000000003,1,1,0,0.0,地震-降雨,不稳定斜坡,小型,1,False,False,False,False,False,True
103.311388888889,31.0788888888889,1519.0,144.0,-93.8619824341567,270.0,33.9175758361816,97.8966913223267,249.172077178955,67.1714375598211,0.63774457399995,-0.5700130486853,10.0,Trees,0.1361210943811366,0.39288788867016017,0.34646294348235646,0.34635417872382546,5396.992277947512,-27.439895259471978,0.968734007905924,5.602118820879701,6.0,1.0,40.0,0.00093,1,0,0,0.0,降雨,泥石流,小型,1,False,False,False,False,False,True
103.303055555556,31.095,1547.0,316.0,-32.173149309935,0.0,0.0,15.2150478363037,81.4182205200195,15.8117654481224,0.456133637983623,-0.432362967662842,50.0,Built-up,0.0,0.18687521954245856,0.0,32.173149309935,0.0,0.0,0.7056387379606648,0.0,0.0,0.0,20.0,0.0001,1,1,0,0.0,地震-降雨,不稳定斜坡,小型,1,True,False,False,False,False,False
103.342777777778,31.0605555555556,1420.0,135.0,-136.278544542055,0.0,0.0,0.0,64.3264083862305,21.352414358915,0.400468940606137,-0.392823098436208,10.0,Trees,0.0,0.0,0.0,136.278544542055,0.0,-0.0,0.5686658956607146,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,地震-降雨,泥石流,小型,1,False,False,False,False,False,True
103.311666666667,31.1041666666667,1989.0,140.0,19.100376411513707,853.81,0.0,20.4229068756104,111.966882944107,21.0729901440796,0.873051970426376,-0.806159162323546,30.0,Grassland,0.0,0.182401316682017,0.0,0.0,0.0,-0.0,1.7365003691780616,6.750879222019521,0.0,0.0,400.0,0.002,1,1,0,0.0,地震-降雨,不稳定斜坡,小型,1,False,False,True,False,False,False
103.275,31.1222222222222,1619.0,210.0,-112.048933500653,0.0,0.0,20.4229068756104,111.966882944107,21.0729901440796,0.510605345448109,-0.49472024986682,10.0,Trees,0.0,0.182401316682017,0.0,112.048933500653,0.0,-0.0,0.8266700542804885,0.0,62.0,14.0,280.0,0.00986,1,0,0,0.0,降雨,泥石流,小型,1,False,False,False,False,False,True
103.298055555556,31.1227777777778,1651.0,332.0,-98.000000000027,90.0,0.0,20.4229068756104,111.966882944107,21.0729901440796,0.727262176486518,-0.685657114811039,10.0,Trees,0.0,0.182401316682017,0.0,1.0769230769233735,0.0,0.0,1.200709853379241,4.51085950651685,61.0,16.0,320.0,0.010480000000000001,1,1,0,0.0,地震-降雨,不稳定斜坡,小型,1,False,False,False,False,False,True
103.313333333333,31.0988888888889,1715.0,165.0,-42.0087829360368,284.6,0.0,20.4229068756104,111.966882944107,21.0729901440796,0.791953747186325,-0.723813868111697,10.0,Trees,0.0,0.182401316682017,0.0,0.14708957610657142,0.0,-0.0,1.3582006764245476,5.654592230465429,18.0,4.0,200.0,0.0034400000000000003,1,1,0,0.0,地震-降雨,不稳定斜坡,小型,1,False,False,False,False,False,True
103.324166666667,31.1019444444444,1877.0,288.0,8.445420326195517,180.0,0.0,20.4229068756104,111.966882944107,21.0729901440796,0.859285545303998,-0.786750329650343,10.0,Trees,0.0,0.182401316682017,0.0,0.0,0.0,0.0,1.6128789685356044,5.198497031265826,0.0,0.0,4000.0,0.02,1,0,0,0.0,降雨,泥石流,中型,1,False,False,False,False,False,True
103.304166666667,31.0991666666667,1545.0,225.0,-97.9134253450674,127.28,0.0,20.4229068756104,111.966882944107,21.0729901440796,0.255508850522886,-0.292418718511143,80.0,Permanent water bodies,0.0,0.182401316682017,0.0,0.7632789627772637,0.0,-0.0,0.39476117405785893,4.854215374824954,11.0,3.0,150.0,0.00238,1,0,0,0.0,降雨,泥石流,小型,1,False,False,False,False,True,False
103.504444444444,31.0044444444444,1006.0,351.0,8.82308657463966,180.0,32.8461799621582,136.274919509888,244.110714912414,77.7080399343993,0.625381094938233,-0.534098511864165,10.0,Trees,0.1345544376149066,0.558250462513292,0.24102879735962435,0.0,3542.9570979060504,32.441788981713295,0.6291333815078624,5.198497031265826,6.0,1.0,30.0,0.00088,1,1,0,0.0,地震-降雨,滑坡,小型,1,False,False,False,False,False,True
103.5075,31.0016666666667,1067.0,114.0,-14.9573400251092,90.0,0.0,0.0,182.260025978088,26.7197222485569,0.684434128156432,-0.594964867294948,10.0,Trees,0.0,0.0,0.0,0.1643663739022989,0.0,-0.0,0.730291214742913,4.51085950651685,104.0,37.0,1000.0,0.022570000000000003,0,0,1,0.0,人为因素,滑坡,中型,1,False,False,False,False,False,True
103.449444444444,30.9666666666667,1014.0,109.0,-42.085319949828,90.0,65.3691730499268,143.507978439331,277.351511955261,100.459596077938,0.453260579127231,-0.480398547350778,10.0,Trees,0.23569070378139656,0.5174227370258784,0.4555089811470446,0.4624760434047033,4253.96594500683,-21.28212102825517,0.4596062272350122,4.51085950651685,35.0,12.0,150.0,0.006549999999999999,1,1,0,0.0,地震-降雨,滑坡,小型,1,False,False,False,False,False,True
103.455555555556,30.9675,879.0,203.0,-36.7063989962492,90.0,0.0,0.0,244.201473236084,22.2241833912523,0.719548040278507,-0.6195022341047,30.0,Grassland,0.0,0.0,0.0,0.4033670219368044,0.0,-0.0,0.6324827274048077,4.51085950651685,35.0,12.0,200.0,0.0068,1,1,0,0.0,地震-降雨,泥石流,小型,1,False,False,True,False,False,False
103.451388888889,30.9638888888889,1001.0,105.0,23.530740276019745,254.56,0.0,20.4229068756104,111.966882944107,21.0729901440796,0.735697960774587,-0.647711791715021,10.0,Trees,0.0,0.182401316682017,0.0,0.0,0.0,-0.0,0.7364336587353616,5.543457215734143,80.0,30.0,1000.0,0.0189,0,0,1,0.0,人为因素,滑坡,中型,1,False,False,False,False,False,True
103.465555555556,30.9838888888889,874.0,70.0,-17.037641154343,90.0,18.8882541656494,23.5286130905151,207.045858383179,34.3410838165268,0.653446407790366,-0.554520131041985,10.0,Trees,0.0912273943185123,0.11363962202921436,0.8027780509186021,0.1872268258719011,2613.373020904745,6.460163396907069,0.5711121604087799,4.51085950651685,98.0,49.0,1500.0,0.027589999999999996,1,1,0,0.0,地震-降雨,滑坡,中型,1,False,False,False,False,False,True
103.46,30.9819444444444,968.0,312.0,10.444165621063917,402.49,0.0,0.0,312.091430664063,18.5802731837411,0.71708983448332,-0.605638266182445,10.0,Trees,0.0,0.0,0.0,0.0,0.0,0.0,0.6941429597798537,6.000151704255437,6.0,3.0,40.0,0.00143,1,1,0,0.0,地震-降雨,不稳定斜坡,小型,1,False,False,False,False,False,True
103.459166666667,30.9802777777778,941.0,105.0,0.7415307402615099,324.5,67.9856815338135,152.57765007019,291.041479587555,108.607176939793,0.609132705805539,-0.537692622657819,10.0,Trees,0.23359447467014816,0.5242470945418867,0.4455808665167039,0.0,3984.098929885974,-17.595989175225696,0.5731938761630122,5.785362461648624,18.0,6.0,90.0,0.00339,1,1,0,0.0,地震-降雨,滑坡,小型,1,False,False,False,False,False,True
