id,discovery_date,location,threat_target,hazard_type,triggering_factor,disaster_type,development_trend,lon,lat,elevation,aspect,disaster_scale,scale_grade,danger_grade,threatened_property,threatened_households,threatened_people,industry_transferred,industry,rain_3d,rain_7d,rain_30d,api,landuse,landuse_type,ndvi,ndwi,data_source,tpi,distance_to_river
45,2008-05-12,汶川县耿达镇龙潭村7组中桥下游右岸8#,公路,崩塌,地震-降雨,崩塌,,103.251666666667,31.1183333333333,1701.0,170.0,30000m3,中型,小型,20.0,0.0,0.0,是,交通运输,0.0,9.11534595489502,73.3814578056335,12.0101455138171,10.0,Trees,0.731276657902425,-0.679255548251082,Landsat 7,-72.4654956085612,90.0
46,2008-05-12,汶川县耿达镇龙潭村7组中桥下游左岸4#,河道,崩塌,地震-降雨,崩塌,,103.250277777778,31.1152777777778,1662.0,174.0,20000m3,中型,小型,0.0,0.0,0.0,是,水利（务）,0.0,16.158848285675,94.6068110466003,16.9607366566668,60.0,Bare / Sparse vegetation,0.4849271498398,-0.510706807943658,Landsat 7,-204.048933500656,90.0
47,2008-05-12,汶川县耿达镇龙潭村7组中桥下游右岸9#,公路,不稳定斜坡,地震-降雨,,滑坡,103.251666666667,31.1197222222222,1687.0,305.0,34000m3,小型,小型,20.0,0.0,0.0,是,交通运输,0.0,9.11534595489502,73.3814578056335,12.0101455138171,10.0,Trees,0.629695316491079,-0.594034015914319,Landsat 7,-68.0112923463268,0.0
48,2013-07-10,汶川县耿达镇耿达村1组张家河坝不稳定斜,聚集区,不稳定斜坡,降雨,,滑坡,103.3025,31.0975,1544.0,102.0,3700m3,小型,小型,140.0,7.0,30.0,否,,33.9175758361816,97.8966913223267,249.172077178955,67.1714375598211,10.0,Trees,0.337777970813064,-0.40949548106624,Landsat 7,-41.8494353827081,90.0
49,2008-05-12,汶川县耿达镇耿达村2组沙湾,公路,不稳定斜坡,地震-降雨,不稳定斜坡,滑坡,103.305,31.0975,1541.0,345.0,85000m3,小型,小型,20.0,0.0,0.0,是,交通运输,0.0,15.2150478363037,81.4182205200195,15.8117654481224,80.0,Permanent water bodies,0.366191093817553,-0.364780110414241,Landsat 7,-85.0012547051687,90.0
50,2008-05-12,汶川县耿达镇耿达村2组豹子圈山,聚集区,崩塌,降雨,崩塌,,103.301666666667,31.0988888888889,1545.0,185.0,30000m3,中型,小型,200.0,13.0,40.0,否,,0.0,15.2150478363037,81.4182205200195,15.8117654481224,80.0,Permanent water bodies,0.265930687534936,-0.28636342121456,Landsat 7,-58.3237139272484,90.0
51,2008-05-12,汶川县耿达镇耿达村2组麦地湾沟,公路,泥石流,地震-降雨,泥石流,,103.298888888889,31.1013888888889,1559.0,330.0,5000m3,小型,小型,20.0,0.0,0.0,是,交通运输,0.0,9.11534595489502,73.3814578056335,12.0101455138171,80.0,Permanent water bodies,0.471743229845059,-0.429853057832508,Landsat 7,-103.902132998771,90.0
52,2008-05-12,汶川县耿达镇耿达村2组观音庙,公路,泥石流,地震-降雨,泥石流,,103.296388888889,31.1030555555556,1558.0,342.0,1000m3,小型,小型,20.0,0.0,0.0,是,交通运输,0.0,9.11534595489502,73.3814578056335,12.0101455138171,10.0,Trees,0.604451657778808,-0.53925595214452,Landsat 7,-131.01254705147,0.0
53,2008-05-12,汶川县耿达镇耿达村2组观音庙,公路,崩塌,地震-降雨,崩塌,,103.2975,31.1027777777778,1555.0,18.0,1000m3,小型,小型,10.0,0.0,0.0,是,交通运输,0.0,9.11534595489502,73.3814578056335,12.0101455138171,10.0,Trees,0.529336435618563,-0.474344038531759,Landsat 7,-132.277289836914,0.0
54,2008-05-12,汶川县耿达镇耿达村1组崔家湾,分散农户,不稳定斜坡,地震-降雨,不稳定斜坡,滑坡,103.301666666667,31.09,1588.0,232.0,56900m3,小型,小型,60.0,4.0,12.0,否,,0.0,15.2150478363037,81.4182205200195,15.8117654481224,30.0,Grassland,0.704135981062599,-0.687858197290726,Landsat 7,-42.9146800502132,90.0
55,2008-05-12,汶川县耿达镇耿达村3组狮子槽,分散农户,崩塌,地震-降雨,崩塌,,103.292777777778,31.0863888888889,1847.0,45.0,2000m3,小型,小型,0.0,0.0,0.0,否,,0.0,0.0,40.737958908081,2.19041061216463,10.0,Trees,0.691763635181694,-0.663570638659652,Landsat 7,44.58594730235518,270.0
56,2013-07-10,汶川县耿达镇耿达村3组狮子包,分散农户,泥石流,地震-降雨,泥石流,,103.296388888889,31.0863888888889,1631.0,190.0,2500m3,小型,小型,0.0,0.0,0.0,否,,36.4867143630982,96.6324119567871,235.882158279419,67.4483513222318,10.0,Trees,0.763033230654345,-0.716010334743477,Landsat 7,-96.8055207026636,0.0
57,2008-05-12,汶川县耿达镇耿达村4组松果山桥头右岸,公路,崩塌,地震-降雨,崩塌,,103.311666666667,31.085,1543.0,40.0,8000m3,小型,小型,20.0,0.0,0.0,是,交通运输,0.0,15.2150478363037,81.4182205200195,15.8117654481224,10.0,Trees,0.675641965827266,-0.63462968387373,Landsat 7,-26.7804265997722,90.0
58,2013-07-10,汶川县耿达镇耿达村3组老鸦沟,分散农户-其它,泥石流,地震-降雨,泥石流,,103.303888888889,31.09,1561.0,282.0,180000m3,中型,小型,300.0,4.0,16.0,否,,33.9175758361816,97.8966913223267,249.172077178955,67.1714375598211,10.0,Trees,0.685818268599726,-0.643863244106297,Landsat 7,-27.6436637390445,0.0
59,2008-05-12,汶川县耿达镇耿达村4组银厂沟沟口左侧,公路,崩塌,地震-降雨,崩塌,,103.399166666667,31.0652777777778,1270.0,19.0,1000m3,小型,小型,20.0,0.0,0.0,是,交通运输,0.0,9.15291595458984,67.865062713623,11.8341895047542,10.0,Trees,0.401554979637171,-0.384885535900104,Landsat 7,-114.503136762882,0.0
60,2009-07-01,汶川县耿达镇耿达村4组银厂沟,其它,泥石流,地震-降雨,泥石流,,103.396944444444,31.0644444444444,1199.0,330.0,11000m3,小型,小型,60.0,0.0,0.0,是,水利（务）,40.0471687316895,60.0707530975342,86.2455883026123,47.5087027052991,80.0,Permanent water bodies,0.112191205111559,-0.128090939021643,Landsat 7,-136.853199498139,0.0
61,2008-05-12,汶川县耿达镇耿达村4组耿达电厂后山,其它,崩塌,地震-降雨,崩塌,,103.393888888889,31.0641666666667,1215.0,23.0,1200m3,小型,中型,800.0,0.0,0.0,是,水利（务）,0.0,9.15291595458984,67.865062713623,11.8341895047542,30.0,Grassland,0.147340731109969,-0.179408679435875,Landsat 7,-136.540777917211,0.0
62,2008-05-12,汶川县耿达镇耿达村4组耿达电厂右侧,公路,崩塌,地震-降雨,崩塌,,103.391388888889,31.0630555555556,1237.0,350.0,28000m3,中型,小型,50.0,0.0,0.0,是,交通运输,0.0,9.15291595458984,67.865062713623,11.8341895047542,30.0,Grassland,0.268516454676838,-0.273451710697272,Landsat 7,-139.258469259745,0.0
63,2008-05-12,汶川县耿达镇耿达村4组紫荆隧道至盘龙山隧道左岸10号,河道,崩塌,地震-降雨,崩塌,,103.385,31.0630555555556,1359.0,355.0,14000m3,中型,小型,0.0,0.0,0.0,是,水利（务）,0.0,9.15291595458984,67.865062713623,11.8341895047542,30.0,Grassland,0.680661392589146,-0.610336226956679,Landsat 7,-107.652446675053,127.28
64,2008-05-12,汶川县耿达镇耿达村4组紫荆隧道至盘龙山隧道左岸9号,河道,崩塌,地震-降雨,崩塌,,103.385,31.0630555555556,1359.0,7.0,9000m3,小型,小型,0.0,0.0,0.0,是,水利（务）,0.0,9.15291595458984,67.865062713623,11.8341895047542,30.0,Grassland,0.680661392589146,-0.610336226956679,Landsat 7,-107.652446675053,127.28
65,2008-05-12,汶川县耿达镇耿达村4组紫荆隧道至盘龙山隧道左岸8号,河道,崩塌,地震-降雨,崩塌,,103.383888888889,31.0638888888889,1298.0,192.0,5000m3,小型,小型,0.0,0.0,0.0,是,水利（务）,0.0,9.15291595458984,67.865062713623,11.8341895047542,60.0,Bare / Sparse vegetation,0.218179337138087,-0.23796394485684,Landsat 7,-166.42032622336,90.0
66,2008-05-12,汶川县耿达镇耿达村4组紫荆隧道至盘龙山隧道左岸7号,河道,崩塌,地震-降雨,崩塌,,103.3825,31.065,1286.0,33.0,50000m3,中型,小型,0.0,0.0,0.0,是,水利（务）,0.0,9.15291595458984,67.865062713623,11.8341895047542,60.0,Bare / Sparse vegetation,0.245938998124088,-0.279479440912691,Landsat 7,-179.282308657486,0.0
67,2009-07-01,汶川县耿达镇耿达村4组紫荆隧道至盘龙山隧道左岸4号,河道,泥石流,地震-降雨,泥石流,,103.376666666667,31.0680555555556,1271.0,330.0,2000m3,小型,小型,0.0,0.0,0.0,是,水利（务）,40.0471687316895,60.0707530975342,86.2455883026123,47.5087027052991,60.0,Bare / Sparse vegetation,0.0907409529109448,-0.122053475215517,Landsat 7,-154.077791718969,0.0
68,2008-05-12,汶川县耿达镇幸福村1组松果山桥头左岸,公路,崩塌,地震-降雨,崩塌,,103.314166666667,31.0838888888889,1516.0,292.0,1000m3,小型,小型,10.0,0.0,0.0,是,交通运输,0.0,15.2150478363037,81.4182205200195,15.8117654481224,10.0,Trees,0.661874554258474,-0.616877994624284,Landsat 7,-53.5345043914921,127.28
69,2012-07-10,汶川县耿达镇幸福村4组洞口槽沟,景区,泥石流,降雨,泥石流,,103.325277777778,31.1125,1881.0,73.0,52000m3,中型,小型,400.0,0.0,0.0,是,旅游,20.8172607421875,52.0431518554688,115.494453430176,45.1678559715328,30.0,Grassland,0.265662745280657,-0.312472082382625,Landsat 7,-34.7917189460768,180.0
70,2012-07-10,汶川县耿达镇幸福村2组幸福沟,场镇,泥石流,降雨,泥石流,,103.3075,31.0902777777778,1544.0,47.0,16000m3,小型,大型,1500.0,185.0,892.0,否,,10.784779548645,53.9238977432251,118.250306129456,44.1226853328472,50.0,Built-up,0.242661630500283,-0.264875871052598,Landsat 7,-17.9196988707885,180.0
71,2013-07-10,汶川县耿达镇幸福村3组李家沟,景区,泥石流,降雨,泥石流,,103.318333333333,31.1052777777778,1781.0,190.0,36000m3,中型,小型,400.0,0.0,0.0,是,旅游,27.2081136703491,86.6823244094849,243.86826467514,60.290694034167,10.0,Trees,0.730791312354439,-0.672402604199376,Landsat 7,-52.351317440429,324.5
72,2013-07-10,汶川县耿达镇幸福村2组瓦厂沟,聚集区,泥石流,降雨,泥石流,,103.320277777778,31.1005555555556,1723.0,217.0,6000m3,小型,小型,180.0,9.0,40.0,否,,27.2081136703491,86.6823244094849,243.86826467514,60.290694034167,10.0,Trees,0.506287262509137,-0.527128831352498,Landsat 7,-40.671267252223,0.0
73,2008-05-12,汶川县耿达镇幸福村2组石家地,分散农户,不稳定斜坡,地震-降雨,不稳定斜坡,滑坡,103.321388888889,31.1013888888889,1749.0,330.0,21000m3,小型,小型,100.0,5.0,15.0,否,,0.0,9.02761650085449,73.9694948196411,11.8741481377152,10.0,Trees,0.556970596483068,-0.544767307718408,Landsat 7,-34.5294855709182,90.0
74,2008-05-12,汶川县耿达镇幸福村2组阮家杠,公路,崩塌,地震-降雨,崩塌,,103.324166666667,31.1019444444444,1877.0,285.0,100000m3,大型,小型,20.0,0.0,0.0,是,交通运输,0.0,9.02761650085449,73.9694948196411,11.8741481377152,10.0,Trees,0.859285545303998,-0.786750329650343,Landsat 7,8.445420326195517,180.0
75,2013-07-10,汶川县耿达镇幸福村2组蒋家沟,分散农户-公路,泥石流,降雨,泥石流,,103.32,31.0958333333333,1843.0,175.0,3000m3,小型,小型,400.0,3.0,12.0,否,,33.9175758361816,97.8966913223267,249.172077178955,67.1714375598211,10.0,Trees,0.848833578660957,-0.770089253939558,Landsat 7,20.410288582156,381.84
